Year,Destination,Total,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Republic of the Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Afghanistan,38026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,619,..,..,..,..,..,..,..,..
2005,Bangladesh,545472,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11312,..,..,..,..,..,..,..,..,..,..,..,5595,..,..,..,..,..,..,7366,..,..,..,..,..,..,..,..,66886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12736,56756,..,..,..,..,..,..,..,5205,..,..,..,..,..,..,33063,..,..,..,..,..,..,..,..,..,..,87600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123327,..,..,11497,..,..,..,..,..,..,..,..,5367,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3825,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4223,..,..,..,..,..,..,..,..,..,..,..,..,..,12575,..,17277,..,..,..,..,..,10190,..,..,..,..,..
2005,Bhutan,7537,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6041,..,..,..,..,..,..,3,..,36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,196,5,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,12,..,..,..,..,8,4,..,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,51,..,..,..,..,..,..,..,..,..,..,..
2005,India,2877949,4476,..,..,..,..,..,..,..,..,..,..,384,..,..,..,..,1706536,..,..,..,..,..,..,3600,..,..,..,..,..,10259,..,..,..,..,..,..,936,..,..,..,..,..,..,3319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,..,679,..,..,..,..,..,1563,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,545,1046,293,..,..,..,..,..,486,..,2402,1404,..,3541,..,..,..,..,..,..,..,..,..,..,..,..,10291,104,..,..,..,..,..,205,..,..,..,..,..,..,..,..,..,27710,..,..,329009,..,..,..,..,..,355,..,..,..,..,602405,..,..,..,..,..,..,..,95,..,..,..,..,..,..,789,..,..,..,..,..,..,..,..,..,2399,..,..,..,..,2873,..,..,..,..,..,..,..,..,87653,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63,..,..,..,413,..,6713,2889,..,1565,..,..,..,..,..,357,..,..,..,395,..
2005,Iran (Islamic Republic of),1158611,994597,..,..,..,..,..,..,..,..,292,..,..,..,458,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41940,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,418,121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Maldives,17966,..,..,..,..,..,..,..,..,..,..,..,23,7,..,..,..,7716,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5649,..,..,..,..,..,..,127,..,34,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,43,..,..,..,..,..,202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,2933,..,..,..,..,11,35,..,..,..,35,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,11,..,..,..,..,..,..,..,..,..,..,..
2005,Nepal,444254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,330,..,..,..,..,..,..,53208,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,362122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Pakistan,1462618,508765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,949582,184,1062,138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Sri Lanka,18208,30,..,..,..,..,..,..,..,..,..,..,127,..,..,..,94,86,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,59,..,..,..,..,..,..,142,..,..,..,..,..,..,..,..,..,..,..,59,..,..,..,..,..,..,..,..,21,..,..,..,..,..,..,..,..,20,78,..,..,..,..,..,126,..,..,19,..,..,..,..,..,..,..,..,10,..,..,..,..,11124,104,19,9,..,..,9,1283,..,218,72,..,..,..,448,..,..,..,189,..,..,7,..,..,..,..,..,272,414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,28,..,..,..,..,..,28,86,223,..,..,..,..,..,..,..,4,..,60,151,..,..,..,45,..,..,..,..,..,..,..,..,..,323,..,..,6,..,174,..,..,..,..,..,76,..,10,..,..,..,..,..,30,67,18,..,..,61,..,..,..,..,..,..,10,..,..,..,..,..,410,295,..,148,..,..,..,..,..,..,..,..,..,..,..
2005,South-Eastern Asia,3178392,432,235,208,..,..,1078,..,..,207,54,23,8926,586,..,..,3371,104118,..,..,361,..,..,..,..,205,..,..,1777,..,2038,..,..,..,..,202168,..,2735,..,..,..,..,..,49,288023,29542,8082,11,..,..,..,..,3,..,57,..,..,..,2746,3,507,..,..,..,188,137,..,..,..,..,..,..,..,..,145,651,..,..,..,..,..,921,..,..,83,..,..,..,456,131,..,..,..,..,..,..,20,9,101334,390604,444,156,69,..,230,574,..,13705,2419,..,119,..,20,..,304594,..,54,..,..,1361,..,..,..,..,..,493698,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,..,573492,..,..,59485,1501,..,3239,..,..,115,..,..,776,168,43412,521,..,160,..,209,55167,39,333,23,49,8105,..,..,57,37,1,..,..,..,..,..,..,..,..,1051,..,..,..,..,32948,..,..,..,..,250,334,..,38,10107,4,2,51,..,241,283,632,..,..,55317,37524,..,..,..,..,100,361,..,..,..,..,..,177,26153,..,22891,..,..,..,..,..,62769,..,..,..,..,..
2005,Brunei Darussalam,43176,..,..,..,..,..,..,..,..,..,..,..,224,..,..,..,..,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,892,244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,459,4759,..,..,..,..,..,..,..,79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20525,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1164,131,..,82,..,..,..,..,..,..,..,262,..,..,..,..,..,7470,..,..,..,..,69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,644,..,..,..,..,..,..,..,..,726,..,..,..,..,..,..,..,..,..,4036,..,..,..,..,..,..,..,..,..,..,..,..,..,820,..,43,..,..,..,..,..,..,..,..,..,..,..
2005,Cambodia,56520,..,..,..,..,..,..,..,..,..,..,..,65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,953,74,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,36,..,..,..,..,..,10,..,71,..,..,..,..,..,..,175,..,..,..,..,..,..,..,..,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,33,16,..,..,..,..,..,..,..,..,..,33,..,..,..,..,..,110,..,..,..,..,29,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,..,..,..,..,..,..,..,..,20,..,..,..,..,..,..,..,..,..,23639,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,126,..,..,..,..,..,28603,..,..,..,..,..
2005,Indonesia,124075,..,..,..,..,..,..,..,..,..,..,..,2193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,452,..,..,..,..,..,..,31337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2521,..,..,..,..,..,..,..,..,3408,2408,..,..,..,..,..,..,..,..,..,..,1349,..,..,..,..,..,683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1150,..,..,..,..,..,..,..,..,..,2162,..,..,..,..,..,942,..,..,..,..,6239,..,..,..,..,..,..,..,..,..,..,..,..,..,775,..,..,..,..,4290,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,632,..,..,4160,36784,..,..,..,..,..,..,..,..,..,..,..,..,7404,..,2748,..,..,..,..,..,..,..,..,..,..,..
2005,Lao People's Democratic Republic,9441,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,546,..,..,..,..,..,..,..,..,1224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5289,..,..,..,..,..
2005,Malaysia,726737,109,..,..,..,..,..,..,..,..,..,..,1805,..,..,..,..,80998,..,..,..,..,..,..,..,..,..,..,..,..,1699,..,..,..,..,3187,..,..,..,..,..,..,..,..,13992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42447,318481,..,129,..,..,..,..,..,4724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35471,..,..,50491,..,..,795,..,..,..,..,..,..,..,6643,..,..,..,..,..,38800,..,..,..,..,476,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27098,..,..,..,..,216,..,..,..,1277,..,..,..,..,..,..,..,..,..,11194,..,..,..,..,..,..,..,..,..,..,..,..,..,2443,..,..,..,..,..,..,..,24764,..,..,..,..,..
2005,Myanmar,38519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,944,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Philippines,124445,319,235,208,..,..,1078,..,..,207,54,23,808,586,..,..,3371,328,..,..,361,..,..,..,..,205,..,..,1661,..,339,..,..,..,..,70,..,651,..,..,..,..,..,49,35277,105,..,11,..,..,..,..,..,..,..,..,..,..,2368,..,364,..,..,..,188,137,..,..,..,..,..,..,..,..,145,133,..,..,..,..,..,494,..,..,83,..,..,..,456,131,..,..,..,..,..,..,20,9,1533,1857,437,..,69,..,230,409,..,2038,11,..,119,..,20,..,207,..,54,..,..,12,..,..,..,..,..,116,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,..,138,..,..,219,74,..,34,..,..,115,..,..,448,168,482,521,..,160,..,209,..,39,33,23,49,671,..,..,57,11,..,..,..,..,..,..,..,..,..,276,..,..,..,..,41,..,..,..,..,..,334,..,38,23,..,2,51,..,31,102,..,..,..,44,740,..,..,..,..,100,361,..,..,..,..,..,177,13944,..,13626,..,..,..,..,..,180,..,..,..,..,..
2005,Singapore,951832,..,..,..,..,..,..,..,..,..,..,..,3043,..,..,..,..,19955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1116,..,..,..,..,..,..,172747,29119,8082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35978,59871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,471836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1184,..,..,..,..,..,..,..,31480,..,..,..,..,..,6789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3825,..,..,..,..,..,..,..,..,..,8293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4460,..,..,..,..,..,..,..,..,..,..,..
2005,Thailand,1077281,4,..,..,..,..,..,..,..,..,..,..,483,..,..,..,..,669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197425,..,286,..,..,..,..,..,..,11867,..,..,..,..,..,..,..,3,..,..,..,..,..,..,3,143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,332,..,..,..,..,..,404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3720,270,7,27,..,..,..,155,..,3114,..,..,..,..,..,..,302013,..,..,..,..,..,..,..,..,..,..,388,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,534912,..,..,6989,130,..,1067,..,..,..,..,..,328,..,1158,..,..,..,..,..,677,..,130,..,..,376,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,198,..,..,..,..,34,..,..,..,4176,4,..,..,..,210,181,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,307,..,1140,..,..,..,..,..,3814,..,..,..,..,..
2005,Timor-Leste,5704,..,..,..,..,..,..,..,..,..,..,..,284,..,..,..,..,57,..,..,..,..,..,..,..,..,..,..,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,391,..,..,..,..,..,..,..,..,..,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,..,..,..,107,..,..,..,..,..,349,..,170,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..,..,119,..,..,..,..,..
2005,Viet Nam,20662,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,1730,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,940,..,197,..,..,..,..,..,..,1057,..,..,..,..,..,..,..,..,..,..,..,..,..,352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,448,2267,..,..,..,..,..,..,..,271,..,..,..,..,..,..,2199,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2822,..,..,589,..,..,..,..,..,..,..,..,..,..,141,..,..,..,..,..,30,..,..,..,..,245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,578,..,..,..,..,..,..,..,..,60,..,..,..,..,..,..,..,..,..,3252,..,..,..,..,..,..,..,..,..,..,..,..,..,1193,..,704,..,..,..,..,..,..,..,..,..,..,..
2005,Western Asia,8221721,75360,1690,20414,..,..,..,..,..,18420,94921,..,4330,10300,239444,..,5865,267843,..,16609,7568,..,..,..,..,3,1252,3,4796,40,38,259909,..,..,..,..,18,5242,..,..,6,2298,..,1735,18332,53,..,1421,..,..,..,28,..,186,37,..,5578,901,66,263,2881,3,..,6,3,464373,3,..,4314,471,61931,..,..,3,1421,30770,..,..,..,..,68194,154029,57,..,40955,..,..,24,..,..,..,..,..,3,..,..,8598,40,958929,440713,46167,380638,665,..,47693,4414,6,1168,115822,12591,89,..,20342,3649,3,3480,39754,..,..,11865,..,4373,30,3,3,340,..,..,36,..,..,83,3,..,1258,..,..,115,..,..,88146,6,40472,..,..,60071,15212,..,256,3,3,2591,..,..,1899,5416,376427,..,3,..,6,1074,255935,42158,144,..,5966,355,12301,..,77763,146679,..,..,..,..,..,..,..,..,..,20443,28,1009,3,..,144,..,245,81,..,38839,7741,3255,2298,156192,1334828,125238,3,48,3794,7663,241109,1772,73425,3299,..,..,..,..,9,17630,33998,3157,..,..,3,96499,24159,44367,74,52659,..,3073,29195,..,326,54,..,..,187751,61,122
2005,Armenia,277718,..,..,..,..,..,..,..,..,..,..,..,..,..,220472,..,..,..,..,314,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19669,264,..,..,788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3940,..,..,..,..,..,..,..,..,424,..,..,..,..,..,..,480,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9437,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1342,..,..,..,..,..,..,..,..,..,1012,407,..,..,..,1526,..,..,..,..,..,..,602,..,..,..,..,..,..,..,..
2005,Azerbaijan,166884,65,..,..,..,..,..,..,..,..,88757,..,..,..,..,..,..,..,..,422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,309,..,..,..,..,..,..,..,..,..,..,32071,193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,680,..,..,..,..,..,..,..,..,2559,..,..,..,1600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,281,..,..,23513,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179,..,..,..,..,..,..,..,..,659,1169,..,..,..,2494,..,..,..,..,..,..,10700,..,..,..,..,..,..,..,..
2005,Bahrain,115404,125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14532,..,..,297,..,181,..,..,..,..,273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39351,9884,..,..,..,..,..,..,..,..,2862,..,..,..,1043,..,..,..,582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141,..,..,..,..,344,72,..,..,..,..,204,..,..,..,..,11319,..,..,..,..,..,6947,..,..,..,66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,..,..,..,..,..,..,163,..,305,..,2965,896,2532,..,..,..,..,878,..,..,189,..,..,..,..,..,90,635,..,..,..,..,..,1713,593,..,247,..,..,..,..,..,..,..,..,3242,..,..
